no,Folder(NamePlant),Giới (Kingdom),Nhánh (Clade),Không phân hạng,Bộ (Order),Họ (Family),Chi (Genus),Loài,Số lượng ảnh,Mô tả
3432,Premna_stenobotrys,Plantae,,"Angiospermae
Eudicots",Lamiales,Lamiaceae,Premna,P. stenobotrys,100,Premna stenobotrys là một loài thực vật có hoa trong họ Hoa môi. Loài này được Merr. miêu tả khoa học đầu tiên năm 1940.
3433,Primula_henryi,Plantae,,"Angiospermae
Eudicots
Asterids",Ericales,Primulaceae,Primula,P. henryi,100,Primula henryi là một loài thực vật có hoa trong họ Anh thảo. Loài này được (Hemsl.) Pax miêu tả khoa học đầu tiên năm 1905.
3434,Primulina_cycnostyla,Plantae,,"Angiospermae
Eudicots",Lamiales,Gesneriaceae,Deinostigma,D. cycnostyla,97,"Deinostigma cycnostyla là một loài thực vật có hoa trong họ Tai voi. Loài này được B.L.Burtt mô tả khoa học đầu tiên năm 1960 dưới danh pháp Chirita cycnostyla. Năm 2011, Weber et al. chuyển nó sang chi Primulina với danh pháp Primulina cycnostyla. Năm 2016, Möller et al. chuyển nó sang chi Deinostigma.Loài này được tìm thấy trong khu vực Bà Nà Hills ở Đà Nẵng, ở độ cao 1.000-1.500 m."
3435,Pronephrium_cuspidatum,Plantae,,Eupolypods II,Polypodiales,Thelypteridaceae,Pronephrium,P. cuspidatum,100,Pronephrium cuspidatum là một loài thực vật có mạch trong họ Thelypteridaceae. Loài này được (Blume) Holttum miêu tả khoa học đầu tiên năm 1972.
3436,Pronephrium_megacuspe,Plantae,,,Polypodiales,Thelypteridaceae,Pronephrium,P. megacuspe,100,Pronephrium megacuspe là một loài dương xỉ trong họ Thelypteridaceae. Loài này được Baker Holttum mô tả khoa học đầu tiên năm 1972.
3437,Pronephrium_parishii,Plantae,,Eupolypods II,Polypodiales,Thelypteridaceae,Pronephrium,P. parishii,98,Pronephrium parishii là một loài thực vật có mạch trong họ Thelypteridaceae. Loài này được (Bedd.) Holttum miêu tả khoa học đầu tiên năm 1972.
3438,Pronephrium_simplex,Plantae,,Eupolypods II,Polypodiales,Thelypteridaceae,Pronephrium,P. simplex,100,Pronephrium simplex là một loài thực vật có mạch trong họ Thelypteridaceae. Loài này được (Hook.) Holttum miêu tả khoa học đầu tiên năm 1972.
3439,Prosaptia_urceolare,,,,,,,,98,Prosaptia urceolaria là một loài dương xỉ trong họ Polypodiaceae. Loài này được Hayata Ching mô tả khoa học đầu tiên năm 1940.
3440,Prunella_vulgaris,Plantae,,"Angiospermae
Eudicots",Lamiales,Lamiaceae,Prunella,P. vulgaris,100,Hạ khô thảo (Prunella vulgaris) là một loài thực vật có hoa trong họ Hoa môi. Loài này được L. miêu tả khoa học đầu tiên năm 1753.
3441,Pseudechinolaena_polystachya,Plantae,,"Angiospermae
Monocots",Poales,Poaceae,Pseudechinolaena,P. polystachya,100,"Pseudechinolaena polystachya là một loài thực vật có hoa trong họ Hòa thảo. Loài này được (Humb., Bonpl. & Kunth) Stapf miêu tả khoa học đầu tiên năm 1919."
3442,Pseuderanthemum_bracteatum,Plantae,,,Lamiales,Acanthaceae,Strobilanthes,S. schomburgkii,100,"Hoàn ngọc đỏ, danh pháp khoa học hai phần là Strobilanthes schomburgkii. Cây này hay bị nhầm lẫn thành Pseuderanthemum bracteatum (Xuân hoa lá hoa). Đây là một loài thực vật trong  họ Acanthaceae.."
3443,Pseuderanthemum_crenulatum,,,,,,,,100,"Ba Hòn là một cụm núi thấp, gồm 3 ngọn núi Hòn Đất, Hòn Me, Hòn Quéo sát bờ biển, thuộc xã Thổ Sơn, huyện Hòn Đất, tỉnh Kiên Giang. Tên gọi Ba Hòn được đặt bởi người dân địa phương để chỉ 3 ngọn núi nằm liền kề nhau. Khu vực này vẫn còn nguyên vẹn rừng và được phân loại là rừng phòng hộ. Hiện tại, chính quyền địa phương cấm khai thác đá tại khu vực này. Ba Hòn là Khu di tích lịch sử cấp quốc gia, với truyền thống cách mạng nổi bật qua cuộc chiến đấu chống Pháp và chống Mỹ. Trong định hướng phát triển của địa phương, Ba Hòn sẽ phát triển kết hợp 3 loại hình du lịch đặc trưng: du lịch tâm linh, du lịch sinh thái và du lịch tham quan di tích văn hóa, lịch sử."
3444,Pseudodracontium_harmandii,Plantae,,"Angiospermae
Monocots",Alismatales,Araceae,Pseudodracontium,P. harmandii,100,Nưa Lào hay còn gọi nưa Harmand (danh pháp khoa học: Pseudodracontium harmandii) là một loài thực vật có hoa trong họ Ráy (Araceae). Loài này được Engl. miêu tả khoa học đầu tiên năm 1898.
3445,Pseudodracontium_lacourii,Plantae,,"Angiospermae
Monocots",Alismatales,Araceae,Amorphophallus,P. lacourii,100,"Nưa bất thường hay còn gọi nưa Lacour, nưa Xiêm (danh pháp khoa học: Amorphophallus lacourii) là một loài thực vật có hoa trong họ Ráy (Araceae). Loài này được (Linden & André) N.E.Br. miêu tả khoa học đầu tiên năm 1882."
3446,Pseudodracontium_macrophyllum,Plantae,,"Angiospermae
Monocots",Alismatales,Araceae,Pseudodracontium,P. macrophyllum,100,Nưa lá to (danh pháp khoa học: Pseudodracontium macrophyllum) là một loài thực vật có hoa trong họ Ráy (Araceae). Loài này được Gagnep. ex Serebryanyi miêu tả khoa học đầu tiên năm 1995.
3447,Pseudoraphis_balansae,Plantae,,"Angiospermae
Monocots",Poales,Poaceae,Pseudoraphis,P. balansae,100,Pseudoraphis balansae là một loài thực vật có hoa trong họ Hòa thảo. Loài này được Henrard miêu tả khoa học đầu tiên năm 1937.
3448,Pseudosasa_humilis,Plantae,"Tracheophyta
Angiospermae
Monocots
Commelinids",,Poales,Poaceae,Pseudosasa,P. humilis,100,"Trúc lùn hay còn gọi thia ma lùn, trúc cảnh, trúc tăm (danh pháp khoa học: Pseudosasa humilis) là một loài thực vật có hoa trong họ Hòa thảo. Loài này được T.Q.Nguyen (Nguyễn Tố Quyên) miêu tả khoa học đầu tiên năm 1991."
3449,Pseudosorghum_zollingeri,Plantae,,"Angiospermae
Monocots",Poales,Poaceae,Pseudosorghum,P. zollingeri,100,Pseudosorghum zollingeri là một loài thực vật có hoa trong họ Hòa thảo. Loài này được (Steud.) A.Camus miêu tả khoa học đầu tiên năm 1920.
3450,Pseudoxytenanthera_hayatae,,,,,,,,136,"Chi Le, tên khoa học Gigantochloa, là một chi thực vật có hoa trong họ Hòa thảo (Poaceae)."
3451,Pseudoxytenanthera_monadelpha,Plantae,,"Angiospermae
Monocots",Poales,Poaceae,Pseudoxytenanthera,P. monadelpha,110,Pseudoxytenanthera monadelpha là một loài thực vật có hoa trong họ Hòa thảo. Loài này được (Thwaites) Soderstr. & R.P.Ellis miêu tả khoa học đầu tiên năm 1988.
3452,Pseudoxytenanthera_parvifolia,,,,,,,,116,"Chi Nứa, tên khoa học Schizostachyum, là một chi tre trong họ Hòa thảo (Poaceae)."
3453,Pseudoxytenanthera_sinuata,,,,,,,,123,"Chi Le, tên khoa học Gigantochloa, là một chi thực vật có hoa trong họ Hòa thảo (Poaceae)."
3454,Pseudoxytenanthera_tenuispiculata,,,,,,,,100,"Chi Le, tên khoa học Gigantochloa, là một chi thực vật có hoa trong họ Hòa thảo (Poaceae)."
3455,Pseuduvaria_parviflora,,,,,,,,115,Pseuduvaria là chi thực vật có hoa trong họ Annonaceae.
3456,Psilotrichum_ferrugineum,Plantae,,"Angiospermae
Eudicots",Caryophyllales,Amaranthaceae,Psilotrichum,P. ferrugineum,127,Psilotrichum ferrugineum là loài thực vật có hoa thuộc họ Dền. Loài này được (Roxb.) Moq. miêu tả khoa học đầu tiên năm 1849.
3457,Psophocarpus_scandens,Plantae,,"Angiospermae
Eudicots
Rosids",Fabales,Fabaceae,Psophocarpus,P. scandens,114,Psophocarpus scandens là một loài thực vật có hoa trong họ Đậu. Loài này được (Endl.) Verdc. miêu tả khoa học đầu tiên.
3458,Pteris_biaurita,Plantae,,,Polypodiales,Pteridaceae,Pteris,P. biaurita,104,Pteris biaurita là một loài thực vật có mạch trong họ Pteridaceae. Loài này được L. miêu tả khoa học đầu tiên năm 1753.
3459,Pteris_cadieri,Plantae,,,Polypodiales,Pteridaceae,Pteris,P. cadieri,129,Pteris cadieri là một loài thực vật có mạch trong họ Pteridaceae. Loài này được H. Christ miêu tả khoa học đầu tiên năm 1905.
3460,Pteris_decrescens,Plantae,,,Polypodiales,Pteridaceae,Pteris,P. decrescens,117,Pteris decrescens là một loài thực vật có mạch trong họ Pteridaceae. Loài này được H. Christ miêu tả khoa học đầu tiên năm 1906.
3461,Pteris_ensiformis,Plantae,,,Polypodiales,Pteridaceae,Pteris,P. ensiformis,117,Pteris ensiformis là một loài thực vật có mạch trong họ Pteridaceae. Loài này được Burm. f. miêu tả khoa học đầu tiên năm 1768.
3462,Pteris_fauriei,Plantae,,,Polypodiales,Pteridaceae,Pteris,P. fauriei,115,Pteris fauriei là một loài thực vật có mạch trong họ Pteridaceae. Loài này được Hieron. miêu tả khoa học đầu tiên năm 1914.
3463,Pteris_grevilleana,Plantae,,,Polypodiales,Pteridaceae,Pteris,P. grevilleana,108,Pteris grevilleana là một loài dương xỉ trong họ Pteridaceae. Loài này được Wall. ex J. Agardh mô tả khoa học đầu tiên năm 1839.
3464,Pteris_heteromorpha,Plantae,,,Polypodiales,Pteridaceae,Pteris,P. heteromorpha,110,Pteris heteromorpha là một loài thực vật có mạch trong họ Pteridaceae. Loài này được Fée miêu tả khoa học đầu tiên năm 1852.
3465,Pteris_khasyana,Plantae,,,Polypodiales,Pteridaceae,Pteris,P. khasyana,109,"Pteris khasyana là một loài dương xỉ trong họ Pteridaceae. Loài này được Hieron. mô tả khoa học đầu tiên..
Danh pháp khoa học của loài này chưa được làm sáng tỏ."
3466,Pteris_linearis,Plantae,,,Polypodiales,Pteridaceae,Pteris,P. linearis,106,Pteris linearis là một loài thực vật có mạch trong họ Pteridaceae. Loài này được Poir. miêu tả khoa học đầu tiên năm 1804.
3467,Pteris_multifida,Plantae,,,Polypodiales,Pteridaceae,Pteris,P. multifida,108,Pteris multifida là một loài thực vật có mạch trong họ Pteridaceae. Loài này được Poir. miêu tả khoa học đầu tiên năm 1804.
3468,Pteris_plumbea,Plantae,,,Polypodiales,Pteridaceae,Pteris,P. plumbea,122,"Pteris plumbea là một loài dương xỉ trong họ Pteridaceae. Loài này được Christ mô tả khoa học đầu tiên năm 1909.
Danh pháp khoa học của loài này chưa được làm sáng tỏ."
3469,Pteris_semipinnata,Plantae,,,Pteridales,Pteridaceae,Pteris,P. semipinnata,103,"Bán biên kỳ (danh pháp hai phần: Pteris semipinnata), còn gọi là cỏ seo gà xẻ nửa, ráng chân xỉ lược, là một loài thực vật thuộc họ Seo gà (Pteridaceae)."
3470,Pteris_venusta,Plantae,,,Polypodiales,Pteridaceae,Pteris,P. venusta,108,Pteris venusta là một loài thực vật có mạch trong họ Pteridaceae. Loài này được Kunze miêu tả khoa học đầu tiên năm 1848.
3471,Pteris_wallichiana,Plantae,,,Polypodiales,Pteridaceae,Pteris,P. wallichiana,104,Pteris wallichiana là một loài thực vật có mạch trong họ Pteridaceae. Loài này được J. Agardh miêu tả khoa học đầu tiên năm 1839.
3472,Pterocarpus_indicus,Plantae,,,Fabales,Fabaceae,Pterocarpus,P. indicus,100,"Giáng hương mắt chim hay giáng hương Ấn, gióc, huỳnh bá rừng, có danh pháp khoa học Pterocarpus indicus. Đây là một loài cây thuộc họ Đậu, bản địa Đông Nam Á, bắc Châu Úc và các đảo tây Thái Bình Dương, cụ thể gồm Campuchia, cực nam Trung Quốc, Đông Timor, Indonesia, Malaysia, Papua New Guinea, Philippin, quần đảo Ryukyu, quần đảo Solomon, Thái Lan và Việt Nam."
3473,Pterocaulon_redolens,Plantae,,"Angiospermae
Eudicots",Asterales,Asteraceae,Pterocaulon,P. redolens,125,Pterocaulon redolens là một loài thực vật có hoa trong họ Cúc. Loài này được (G.Forst. ex Willd.) Benth. ex Fern.-Vill. miêu tả khoa học đầu tiên năm 1880.
3474,Pteroceras_simondianum,Plantae,,"Angiospermae
Monocots",Asparagales,Orchidaceae,Pteroceras,P. simondianum,120,Pteroceras simondianum là một loài thực vật có hoa trong họ Lan. Loài này được (Gagnep.) Aver. miêu tả khoa học đầu tiên năm 1988.
3475,Pterocera_pallidum,,,,,,,,102,Pteroceras pallidum là một loài thực vật có hoa trong họ Lan. Loài này được (Blume) Holttum miêu tả khoa học đầu tiên năm 1960.
3476,Pterolobium_integrum,Plantae,,"Angiospermae
Eudicots
Rosids",Fabales,Fabaceae,Pterolobium,P. integrum,128,Pterolobium integrum là một loài thực vật có hoa trong họ Đậu. Loài này được Craib miêu tả khoa học đầu tiên.
3477,Pterolobium_microphyllum,Plantae,,"Angiospermae
Eudicots
Rosids",Fabales,Fabaceae,Pterolobium,P. microphyllum,118,Pterolobium microphyllum là một loài thực vật có hoa trong họ Đậu. Loài này được Miq. miêu tả khoa học đầu tiên.
3478,Pterospermum_angustifolium,,,,,,,,104,"Vào ngày 29 tháng 1 năm 2010, Sách đỏ IUCN đã công bố danh mục loài thực vật cực kì nguy cấp gồm 1701 loài, phân loài, giống gốc, tiểu quần thể cực kỳ nguy cấp."
3479,Pterospermum_diversifolium,,,,,,,,114,"Vườn quốc gia Tây Bali (trong tiếng Indonesia: Taman Nasional Bali Barat) nằm trên bờ tây bắc của đảo Bali, Indonesia. Vườn quốc gia này có diện tích khoảng 190 km vuông (73 dặm vuông), trong đó có 158 km vuông (61 dặm vuông) là đất và phần còn lại là biển. Vườn quốc gia Tây Bali chiếm khoảng 5% tổng diện tích đất của đảo Bali. Ở phía bắc, nó bao gồm một bãi biển dài 1.000 mét (3.300 ft), rạn san hô và các đảo nhỏ. Một cảng biển tại Gilimanuk là phần phía tây của vườn quốc gia còn làng Goris là về phía đông. Vườn quốc gia có thể đến bằng đường bộ từ Gilimanuk và Singaraja, hoặc bằng cách sử dụng phà từ Ketapang, Java.
Vườn quốc gia Tây Bali bao gồm các môi trường sống như savan, rừng ngập mặn, rừng gió mùa hỗn hợp và núi cao, và các đảo san hô. Trung tâm của vườn quốc gia bị chi phối bởi tàn dư của bốn ngọn núi lửa từ thế Pleistocen, với Patas Gunung cao 1.412 mét (4.633 ft) là điểm cao nhất trong vườn quốc gia."
3480,Pterospermum_truncatolobatum,Plantae,,"Angiospermae
Eudicots
Rosids",Malvales,Malvaceae,Pterospermum,P. truncatolobatum,128,Pterospermum truncatolobatum là một loài thực vật có hoa trong họ Cẩm quỳ. Loài này được Gagnep. miêu tả khoa học đầu tiên năm 1909.
3481,Pterygocalyx_volubilis,Plantae,,"Angiospermae
Eudicots",Gentianales,Gentianaceae,Pterygocalyx,P. volubilis,126,Pterygocalyx volubilis là một loài thực vật có hoa trong họ Long đởm. Loài này được Maxim. miêu tả khoa học đầu tiên năm 1859.
3482,Ptychosperma_macarthuri,,,,,,,,120,Ptychosperma macarthurii là loài thực vật có hoa thuộc họ Arecaceae. Loài này được (H.Wendl. ex H.J.Veitch) H.Wendl. ex Hook.f. miêu tả khoa học đầu tiên năm 1884.
3483,Pueraria_montana,Plantae,,"Angiospermae
Eudicots
Rosids",Fabales,Fabaceae,Pueraria,P. montana,106,"Sắn dây rừng hay sắn dây, đậu ma núi, sắn rừng (danh pháp: Pueraria montana) là một loài thực vật thuộc họ Đậu.
Loài này có quan hệ gần với 2 loài khác trong chi Sắn dây Pueraria nghĩa rộng (P. edulis, P. phaseoloides). Sự khác biệt về hình thái học giữa chúng là rất ít."
